subject_id	population	superpopulation	country_of_recruitment
NA20892	GIH	SAS	USA
NA20894	GIH	SAS	USA
NA20895	GIH	SAS	USA
NA20896	GIH	SAS	USA
NA20897	GIH	SAS	USA
NA20899	GIH	SAS	USA
NA20900	GIH	SAS	USA
NA20901	GIH	SAS	USA
NA20902	GIH	SAS	USA
NA20903	GIH	SAS	USA
NA20904	GIH	SAS	USA
NA20905	GIH	SAS	USA
NA20906	GIH	SAS	USA
NA20908	GIH	SAS	USA
NA20910	GIH	SAS	USA
NA20911	GIH	SAS	USA
NA21086	GIH	SAS	USA
NA21087	GIH	SAS	USA
NA21088	GIH	SAS	USA
NA21089	GIH	SAS	USA
NA21090	GIH	SAS	USA
NA21091	GIH	SAS	USA
NA21092	GIH	SAS	USA
NA21093	GIH	SAS	USA
NA21094	GIH	SAS	USA
NA21095	GIH	SAS	USA
NA21097	GIH	SAS	USA
NA21098	GIH	SAS	USA
NA21099	GIH	SAS	USA
NA21100	GIH	SAS	USA
NA21101	GIH	SAS	USA
NA21102	GIH	SAS	USA
NA21103	GIH	SAS	USA
NA21104	GIH	SAS	USA
NA21105	GIH	SAS	USA
NA21106	GIH	SAS	USA
NA21107	GIH	SAS	USA
NA21108	GIH	SAS	USA
NA21109	GIH	SAS	USA
NA21110	GIH	SAS	USA
NA21111	GIH	SAS	USA
NA21112	GIH	SAS	USA
NA21113	GIH	SAS	USA
NA21114	GIH	SAS	USA
NA21115	GIH	SAS	USA
NA21116	GIH	SAS	USA
NA21117	GIH	SAS	USA
NA21118	GIH	SAS	USA
NA21119	GIH	SAS	USA
NA21120	GIH	SAS	USA
NA21122	GIH	SAS	USA
NA21123	GIH	SAS	USA
NA21124	GIH	SAS	USA
NA21125	GIH	SAS	USA
NA21126	GIH	SAS	USA
NA21127	GIH	SAS	USA
NA21128	GIH	SAS	USA
NA21129	GIH	SAS	USA
NA21130	GIH	SAS	USA
NA21133	GIH	SAS	USA
NA21135	GIH	SAS	USA
NA21137	GIH	SAS	USA
NA21141	GIH	SAS	USA
NA21142	GIH	SAS	USA
NA21143	GIH	SAS	USA
NA21144	GIH	SAS	USA
