subject_id	population_descriptor	population_label	country_of_recruitment
HG04225	population | superpopulation	ITU | SAS	UK
HG04227	population | superpopulation	STU | SAS	UK
HG04229	population | superpopulation	STU | SAS	UK
HG04235	population | superpopulation	ITU | SAS	UK
HG04238	population | superpopulation	ITU | SAS	UK
HG04239	population | superpopulation	ITU | SAS	UK
NA06984	population | superpopulation	CEU | EUR	USA
NA06985	population | superpopulation	CEU | EUR	USA
NA06986	population | superpopulation	CEU | EUR	USA
NA06989	population | superpopulation	CEU | EUR	USA
NA06994	population | superpopulation	CEU | EUR	USA
NA07000	population | superpopulation	CEU | EUR	USA
NA07037	population | superpopulation	CEU | EUR	USA
NA07048	population | superpopulation	CEU | EUR	USA
NA07051	population | superpopulation	CEU | EUR	USA
NA07056	population | superpopulation	CEU | EUR	USA
NA07347	population | superpopulation	CEU | EUR	USA
NA07357	population | superpopulation	CEU | EUR	USA
NA10847	population | superpopulation	CEU | EUR	USA
NA10851	population | superpopulation	CEU | EUR	USA
NA11829	population | superpopulation	CEU | EUR	USA
NA11830	population | superpopulation	CEU | EUR	USA
NA11831	population | superpopulation	CEU | EUR	USA
NA11832	population | superpopulation	CEU | EUR	USA
NA11840	population | superpopulation	CEU | EUR	USA
NA11843	population | superpopulation	CEU | EUR	USA
NA11881	population | superpopulation	CEU | EUR	USA
NA11892	population | superpopulation	CEU | EUR	USA
NA11893	population | superpopulation	CEU | EUR	USA
NA11894	population | superpopulation	CEU | EUR	USA
NA11918	population | superpopulation	CEU | EUR	USA
NA11919	population | superpopulation	CEU | EUR	USA
NA11920	population | superpopulation	CEU | EUR	USA
NA11930	population | superpopulation	CEU | EUR	USA
NA11931	population | superpopulation	CEU | EUR	USA
NA11932	population | superpopulation	CEU | EUR	USA
NA11933	population | superpopulation	CEU | EUR	USA
NA11992	population | superpopulation	CEU | EUR	USA
NA11994	population | superpopulation	CEU | EUR	USA
NA11995	population | superpopulation	CEU | EUR	USA
NA12003	population | superpopulation	CEU | EUR	USA
NA12004	population | superpopulation	CEU | EUR	USA
NA12005	population | superpopulation	CEU | EUR	USA
NA12006	population | superpopulation	CEU | EUR	USA
NA12043	population | superpopulation	CEU | EUR	USA
NA12044	population | superpopulation	CEU | EUR	USA
NA12045	population | superpopulation	CEU | EUR	USA
NA12046	population | superpopulation	CEU | EUR	USA
NA12058	population | superpopulation	CEU | EUR	USA
NA12144	population | superpopulation	CEU | EUR	USA
NA12154	population | superpopulation	CEU | EUR	USA
NA12155	population | superpopulation	CEU | EUR	USA
NA12156	population | superpopulation	CEU | EUR	USA
NA12234	population | superpopulation	CEU | EUR	USA
NA12249	population | superpopulation	CEU | EUR	USA
NA12272	population | superpopulation	CEU | EUR	USA
NA12273	population | superpopulation	CEU | EUR	USA
NA12275	population | superpopulation	CEU | EUR	USA
NA12282	population | superpopulation	CEU | EUR	USA
NA12283	population | superpopulation	CEU | EUR	USA
NA12286	population | superpopulation	CEU | EUR	USA
NA12287	population | superpopulation	CEU | EUR	USA
NA12340	population | superpopulation	CEU | EUR	USA
NA12341	population | superpopulation	CEU | EUR	USA
NA12342	population | superpopulation	CEU | EUR	USA
NA12347	population | superpopulation	CEU | EUR	USA
NA12348	population | superpopulation	CEU | EUR	USA
NA12383	population | superpopulation	CEU | EUR	USA
NA12399	population | superpopulation	CEU | EUR	USA
NA12400	population | superpopulation	CEU | EUR	USA
NA12413	population | superpopulation	CEU | EUR	USA
NA12414	population | superpopulation	CEU | EUR	USA
NA12489	population | superpopulation	CEU | EUR	USA
NA12546	population | superpopulation	CEU | EUR	USA
NA12716	population | superpopulation	CEU | EUR	USA
NA12717	population | superpopulation	CEU | EUR	USA
NA12718	population | superpopulation	CEU | EUR	USA
NA12748	population | superpopulation	CEU | EUR	USA
NA12749	population | superpopulation	CEU | EUR	USA
NA12750	population | superpopulation	CEU | EUR	USA
NA12751	population | superpopulation	CEU | EUR	USA
NA12760	population | superpopulation	CEU | EUR	USA
NA12761	population | superpopulation	CEU | EUR	USA
NA12762	population | superpopulation	CEU | EUR	USA
NA12763	population | superpopulation	CEU | EUR	USA
NA12775	population | superpopulation	CEU | EUR	USA
NA12776	population | superpopulation	CEU | EUR	USA
NA12777	population | superpopulation	CEU | EUR	USA
NA12778	population | superpopulation	CEU | EUR	USA
NA12812	population | superpopulation	CEU | EUR	USA
NA12813	population | superpopulation	CEU | EUR	USA
NA12814	population | superpopulation	CEU | EUR	USA
NA12815	population | superpopulation	CEU | EUR	USA
NA12827	population | superpopulation	CEU | EUR	USA
NA12828	population | superpopulation	CEU | EUR	USA
NA12829	population | superpopulation	CEU | EUR	USA
NA12830	population | superpopulation	CEU | EUR	USA
NA12842	population | superpopulation	CEU | EUR	USA
NA12843	population | superpopulation	CEU | EUR	USA
NA12872	population | superpopulation	CEU | EUR	USA
NA12873	population | superpopulation	CEU | EUR	USA
NA12874	population | superpopulation	CEU | EUR	USA
NA12878	population | superpopulation	CEU | EUR	USA
NA12889	population | superpopulation	CEU | EUR	USA
NA12890	population | superpopulation	CEU | EUR	USA
NA18486	population | superpopulation	YRI | AFR	Nigeria
NA18488	population | superpopulation	YRI | AFR	Nigeria
NA18489	population | superpopulation	YRI | AFR	Nigeria
NA18498	population | superpopulation	YRI | AFR	Nigeria
NA18499	population | superpopulation	YRI | AFR	Nigeria
NA18501	population | superpopulation	YRI | AFR	Nigeria
NA18502	population | superpopulation	YRI | AFR	Nigeria
NA18504	population | superpopulation	YRI | AFR	Nigeria
NA18505	population | superpopulation	YRI | AFR	Nigeria
NA18507	population | superpopulation	YRI | AFR	Nigeria
NA18508	population | superpopulation	YRI | AFR	Nigeria
NA18510	population | superpopulation	YRI | AFR	Nigeria
NA18511	population | superpopulation	YRI | AFR	Nigeria
NA18516	population | superpopulation	YRI | AFR	Nigeria
NA18517	population | superpopulation	YRI | AFR	Nigeria
NA18519	population | superpopulation	YRI | AFR	Nigeria
NA18520	population | superpopulation	YRI | AFR	Nigeria
NA18522	population | superpopulation	YRI | AFR	Nigeria
NA18523	population | superpopulation	YRI | AFR	Nigeria
NA18525	population | superpopulation	CHB | EAS	China
NA18526	population | superpopulation	CHB | EAS	China
NA18528	population | superpopulation	CHB | EAS	China
NA18530	population | superpopulation	CHB | EAS	China
NA18531	population | superpopulation	CHB | EAS	China
NA18532	population | superpopulation	CHB | EAS	China
NA18533	population | superpopulation	CHB | EAS	China
NA18534	population | superpopulation	CHB | EAS	China
NA18535	population | superpopulation	CHB | EAS	China
NA18536	population | superpopulation	CHB | EAS	China
NA18537	population | superpopulation	CHB | EAS	China
NA18538	population | superpopulation	CHB | EAS	China
NA18539	population | superpopulation	CHB | EAS	China
NA18541	population | superpopulation	CHB | EAS	China
NA18542	population | superpopulation	CHB | EAS	China
NA18543	population | superpopulation	CHB | EAS	China
NA18544	population | superpopulation	CHB | EAS	China
NA18545	population | superpopulation	CHB | EAS	China
NA18546	population | superpopulation	CHB | EAS	China
NA18547	population | superpopulation	CHB | EAS	China
NA18548	population | superpopulation	CHB | EAS	China
NA18549	population | superpopulation	CHB | EAS	China
NA18550	population | superpopulation	CHB | EAS	China
NA18552	population | superpopulation	CHB | EAS	China
NA18553	population | superpopulation	CHB | EAS	China
NA18555	population | superpopulation	CHB | EAS	China
NA18557	population | superpopulation	CHB | EAS	China
NA18558	population | superpopulation	CHB | EAS	China
NA18559	population | superpopulation	CHB | EAS	China
NA18560	population | superpopulation	CHB | EAS	China
NA18561	population | superpopulation	CHB | EAS	China
NA18562	population | superpopulation	CHB | EAS	China
NA18563	population | superpopulation	CHB | EAS	China
NA18564	population | superpopulation	CHB | EAS	China
NA18565	population | superpopulation	CHB | EAS	China
NA18566	population | superpopulation	CHB | EAS	China
NA18567	population | superpopulation	CHB | EAS	China
NA18570	population | superpopulation	CHB | EAS	China
NA18571	population | superpopulation	CHB | EAS	China
NA18572	population | superpopulation	CHB | EAS	China
NA18573	population | superpopulation	CHB | EAS	China
NA18574	population | superpopulation	CHB | EAS	China
NA18577	population | superpopulation	CHB | EAS	China
NA18579	population | superpopulation	CHB | EAS	China
NA18582	population | superpopulation	CHB | EAS	China
NA18591	population | superpopulation	CHB | EAS	China
NA18592	population | superpopulation	CHB | EAS	China
NA18593	population | superpopulation	CHB | EAS	China
NA18595	population | superpopulation	CHB | EAS	China
NA18596	population | superpopulation	CHB | EAS	China
NA18597	population | superpopulation	CHB | EAS	China
NA18599	population | superpopulation	CHB | EAS	China
NA18602	population | superpopulation	CHB | EAS	China
NA18603	population | superpopulation	CHB | EAS	China
NA18605	population | superpopulation	CHB | EAS	China
NA18606	population | superpopulation	CHB | EAS	China
NA18608	population | superpopulation	CHB | EAS	China
NA18609	population | superpopulation	CHB | EAS	China
NA18610	population | superpopulation	CHB | EAS	China
NA18611	population | superpopulation	CHB | EAS	China
NA18612	population | superpopulation	CHB | EAS	China
NA18613	population | superpopulation	CHB | EAS	China
NA18614	population | superpopulation	CHB | EAS	China
NA18615	population | superpopulation	CHB | EAS	China
NA18616	population | superpopulation	CHB | EAS	China
NA18617	population | superpopulation	CHB | EAS	China
NA18618	population | superpopulation	CHB | EAS	China
NA18619	population | superpopulation	CHB | EAS	China
NA18620	population | superpopulation	CHB | EAS	China
NA18621	population | superpopulation	CHB | EAS	China
NA18622	population | superpopulation	CHB | EAS	China
NA18623	population | superpopulation	CHB | EAS	China
NA18624	population | superpopulation	CHB | EAS	China
NA18625	population | superpopulation	CHB | EAS	China
NA18626	population | superpopulation	CHB | EAS	China
NA18627	population | superpopulation	CHB | EAS	China
NA18628	population | superpopulation	CHB | EAS	China
NA18629	population | superpopulation	CHB | EAS	China
NA18630	population | superpopulation	CHB | EAS	China
NA18631	population | superpopulation	CHB | EAS	China
NA18632	population | superpopulation	CHB | EAS	China
NA18633	population | superpopulation	CHB | EAS	China
NA18634	population | superpopulation	CHB | EAS	China
NA18635	population | superpopulation	CHB | EAS	China
NA18636	population | superpopulation	CHB | EAS	China
NA18637	population | superpopulation	CHB | EAS	China
NA18638	population | superpopulation	CHB | EAS	China
NA18639	population | superpopulation	CHB | EAS	China
NA18640	population | superpopulation	CHB | EAS	China
NA18641	population | superpopulation	CHB | EAS	China
NA18642	population | superpopulation	CHB | EAS	China
NA18643	population | superpopulation	CHB | EAS	China
NA18644	population | superpopulation	CHB | EAS	China
NA18645	population | superpopulation	CHB | EAS	China
NA18646	population | superpopulation	CHB | EAS	China
NA18647	population | superpopulation	CHB | EAS	China
NA18648	population | superpopulation	CHB | EAS	China
NA18740	population | superpopulation	CHB | EAS	China
NA18745	population | superpopulation	CHB | EAS	China
NA18747	population | superpopulation	CHB | EAS	China
NA18748	population | superpopulation	CHB | EAS	China
NA18749	population | superpopulation	CHB | EAS	China
NA18757	population | superpopulation	CHB | EAS	China
NA18853	population | superpopulation	YRI | AFR	Nigeria
NA18856	population | superpopulation	YRI | AFR	Nigeria
NA18858	population | superpopulation	YRI | AFR	Nigeria
NA18861	population | superpopulation	YRI | AFR	Nigeria
NA18864	population | superpopulation	YRI | AFR	Nigeria
NA18865	population | superpopulation	YRI | AFR	Nigeria
NA18867	population | superpopulation	YRI | AFR	Nigeria
NA18868	population | superpopulation	YRI | AFR	Nigeria
NA18870	population | superpopulation	YRI | AFR	Nigeria
NA18871	population | superpopulation	YRI | AFR	Nigeria
NA18873	population | superpopulation	YRI | AFR	Nigeria
NA18874	population | superpopulation	YRI | AFR	Nigeria
NA18876	population | superpopulation	YRI | AFR	Nigeria
NA18877	population | superpopulation	YRI | AFR	Nigeria
NA18878	population | superpopulation	YRI | AFR	Nigeria
NA18879	population | superpopulation	YRI | AFR	Nigeria
NA18881	population | superpopulation	YRI | AFR	Nigeria
NA18907	population | superpopulation	YRI | AFR	Nigeria
NA18908	population | superpopulation	YRI | AFR	Nigeria
NA18909	population | superpopulation	YRI | AFR	Nigeria
NA18910	population | superpopulation	YRI | AFR	Nigeria
NA18912	population | superpopulation	YRI | AFR	Nigeria
NA18915	population | superpopulation	YRI | AFR	Nigeria
NA18916	population | superpopulation	YRI | AFR	Nigeria
NA18917	population | superpopulation	YRI | AFR	Nigeria
NA18923	population | superpopulation	YRI | AFR	Nigeria
NA18924	population | superpopulation	YRI | AFR	Nigeria
NA18933	population | superpopulation	YRI | AFR	Nigeria
NA18934	population | superpopulation	YRI | AFR	Nigeria
NA18939	population | superpopulation	JPT | EAS	Japan
NA18940	population | superpopulation	JPT | EAS	Japan
NA18941	population | superpopulation	JPT | EAS	Japan
NA18942	population | superpopulation	JPT | EAS	Japan
NA18943	population | superpopulation	JPT | EAS	Japan
NA18944	population | superpopulation	JPT | EAS	Japan
NA18945	population | superpopulation	JPT | EAS	Japan
NA18946	population | superpopulation	JPT | EAS	Japan
NA18947	population | superpopulation	JPT | EAS	Japan
NA18948	population | superpopulation	JPT | EAS	Japan
NA18949	population | superpopulation	JPT | EAS	Japan
NA18950	population | superpopulation	JPT | EAS	Japan
NA18951	population | superpopulation	JPT | EAS	Japan
NA18952	population | superpopulation	JPT | EAS	Japan
NA18953	population | superpopulation	JPT | EAS	Japan
NA18954	population | superpopulation	JPT | EAS	Japan
NA18956	population | superpopulation	JPT | EAS	Japan
NA18957	population | superpopulation	JPT | EAS	Japan
NA18959	population | superpopulation	JPT | EAS	Japan
NA18960	population | superpopulation	JPT | EAS	Japan
NA18961	population | superpopulation	JPT | EAS	Japan
NA18962	population | superpopulation	JPT | EAS	Japan
NA18963	population | superpopulation	JPT | EAS	Japan
NA18964	population | superpopulation	JPT | EAS	Japan
NA18965	population | superpopulation	JPT | EAS	Japan
NA18966	population | superpopulation	JPT | EAS	Japan
NA18967	population | superpopulation	JPT | EAS	Japan
NA18968	population | superpopulation	JPT | EAS	Japan
NA18969	population | superpopulation	JPT | EAS	Japan
NA18970	population | superpopulation	JPT | EAS	Japan
NA18971	population | superpopulation	JPT | EAS	Japan
NA18972	population | superpopulation	JPT | EAS	Japan
NA18973	population | superpopulation	JPT | EAS	Japan
NA18974	population | superpopulation	JPT | EAS	Japan
NA18975	population | superpopulation	JPT | EAS	Japan
NA18976	population | superpopulation	JPT | EAS	Japan
NA18977	population | superpopulation	JPT | EAS	Japan
NA18978	population | superpopulation	JPT | EAS	Japan
NA18979	population | superpopulation	JPT | EAS	Japan
NA18980	population | superpopulation	JPT | EAS	Japan
NA18981	population | superpopulation	JPT | EAS	Japan
NA18982	population | superpopulation	JPT | EAS	Japan
NA18983	population | superpopulation	JPT | EAS	Japan
NA18984	population | superpopulation	JPT | EAS	Japan
NA18985	population | superpopulation	JPT | EAS	Japan
NA18986	population | superpopulation	JPT | EAS	Japan
NA18987	population | superpopulation	JPT | EAS	Japan
NA18988	population | superpopulation	JPT | EAS	Japan
NA18989	population | superpopulation	JPT | EAS	Japan
NA18990	population | superpopulation	JPT | EAS	Japan
NA18991	population | superpopulation	JPT | EAS	Japan
NA18992	population | superpopulation	JPT | EAS	Japan
NA18993	population | superpopulation	JPT | EAS	Japan
NA18994	population | superpopulation	JPT | EAS	Japan
NA18995	population | superpopulation	JPT | EAS	Japan
NA18997	population | superpopulation	JPT | EAS	Japan
NA18998	population | superpopulation	JPT | EAS	Japan
NA18999	population | superpopulation	JPT | EAS	Japan
NA19000	population | superpopulation	JPT | EAS	Japan
NA19001	population | superpopulation	JPT | EAS	Japan
NA19002	population | superpopulation	JPT | EAS	Japan
NA19003	population | superpopulation	JPT | EAS	Japan
NA19004	population | superpopulation	JPT | EAS	Japan
NA19005	population | superpopulation	JPT | EAS	Japan
NA19006	population | superpopulation	JPT | EAS	Japan
NA19007	population | superpopulation	JPT | EAS	Japan
NA19009	population | superpopulation	JPT | EAS	Japan
NA19010	population | superpopulation	JPT | EAS	Japan
NA19011	population | superpopulation	JPT | EAS	Japan
NA19012	population | superpopulation	JPT | EAS	Japan
NA19017	population | superpopulation	LWK | AFR	Kenya
NA19019	population | superpopulation	LWK | AFR	Kenya
NA19020	population | superpopulation	LWK | AFR	Kenya
NA19023	population | superpopulation	LWK | AFR	Kenya
NA19024	population | superpopulation	LWK | AFR	Kenya
NA19025	population | superpopulation	LWK | AFR	Kenya
NA19026	population | superpopulation	LWK | AFR	Kenya
NA19027	population | superpopulation	LWK | AFR	Kenya
NA19028	population | superpopulation	LWK | AFR	Kenya
NA19030	population | superpopulation	LWK | AFR	Kenya
NA19031	population | superpopulation	LWK | AFR	Kenya
NA19035	population | superpopulation	LWK | AFR	Kenya
NA19036	population | superpopulation	LWK | AFR	Kenya
NA19037	population | superpopulation	LWK | AFR	Kenya
NA19038	population | superpopulation	LWK | AFR	Kenya
NA19041	population | superpopulation	LWK | AFR	Kenya
NA19042	population | superpopulation	LWK | AFR	Kenya
NA19043	population | superpopulation	LWK | AFR	Kenya
NA19054	population | superpopulation	JPT | EAS	Japan
NA19055	population | superpopulation	JPT | EAS	Japan
NA19056	population | superpopulation	JPT | EAS	Japan
NA19057	population | superpopulation	JPT | EAS	Japan
NA19058	population | superpopulation	JPT | EAS	Japan
NA19059	population | superpopulation	JPT | EAS	Japan
NA19060	population | superpopulation	JPT | EAS	Japan
NA19062	population | superpopulation	JPT | EAS	Japan
NA19063	population | superpopulation	JPT | EAS	Japan
NA19064	population | superpopulation	JPT | EAS	Japan
NA19065	population | superpopulation	JPT | EAS	Japan
NA19066	population | superpopulation	JPT | EAS	Japan
NA19067	population | superpopulation	JPT | EAS	Japan
NA19068	population | superpopulation	JPT | EAS	Japan
NA19070	population | superpopulation	JPT | EAS	Japan
NA19072	population | superpopulation	JPT | EAS	Japan
NA19074	population | superpopulation	JPT | EAS	Japan
NA19075	population | superpopulation	JPT | EAS	Japan
NA19076	population | superpopulation	JPT | EAS	Japan
NA19077	population | superpopulation	JPT | EAS	Japan
NA19078	population | superpopulation	JPT | EAS	Japan
NA19079	population | superpopulation	JPT | EAS	Japan
NA19080	population | superpopulation	JPT | EAS	Japan
NA19081	population | superpopulation	JPT | EAS	Japan
NA19082	population | superpopulation	JPT | EAS	Japan
NA19083	population | superpopulation	JPT | EAS	Japan
NA19084	population | superpopulation	JPT | EAS	Japan
NA19085	population | superpopulation	JPT | EAS	Japan
NA19086	population | superpopulation	JPT | EAS	Japan
NA19087	population | superpopulation	JPT | EAS	Japan
NA19088	population | superpopulation	JPT | EAS	Japan
NA19089	population | superpopulation	JPT | EAS	Japan
NA19090	population | superpopulation	JPT | EAS	Japan
NA19091	population | superpopulation	JPT | EAS	Japan
NA19092	population | superpopulation	YRI | AFR	Nigeria
NA19093	population | superpopulation	YRI | AFR	Nigeria
NA19095	population | superpopulation	YRI | AFR	Nigeria
NA19096	population | superpopulation	YRI | AFR	Nigeria
NA19098	population | superpopulation	YRI | AFR	Nigeria
NA19099	population | superpopulation	YRI | AFR	Nigeria
NA19102	population | superpopulation	YRI | AFR	Nigeria
NA19107	population | superpopulation	YRI | AFR	Nigeria
NA19108	population | superpopulation	YRI | AFR	Nigeria
NA19113	population | superpopulation	YRI | AFR	Nigeria
NA19114	population | superpopulation	YRI | AFR	Nigeria
NA19116	population | superpopulation	YRI | AFR	Nigeria
NA19117	population | superpopulation	YRI | AFR	Nigeria
NA19118	population | superpopulation	YRI | AFR	Nigeria
NA19119	population | superpopulation	YRI | AFR	Nigeria
NA19121	population | superpopulation	YRI | AFR	Nigeria
NA19129	population | superpopulation	YRI | AFR	Nigeria
NA19130	population | superpopulation	YRI | AFR	Nigeria
NA19131	population | superpopulation	YRI | AFR	Nigeria
NA19137	population | superpopulation	YRI | AFR	Nigeria
NA19138	population | superpopulation	YRI | AFR	Nigeria
NA19141	population | superpopulation	YRI | AFR	Nigeria
NA19143	population | superpopulation	YRI | AFR	Nigeria
NA19144	population | superpopulation	YRI | AFR	Nigeria
NA19146	population | superpopulation	YRI | AFR	Nigeria
NA19147	population | superpopulation	YRI | AFR	Nigeria
NA19149	population | superpopulation	YRI | AFR	Nigeria
NA19152	population | superpopulation	YRI | AFR	Nigeria
NA19153	population | superpopulation	YRI | AFR	Nigeria
NA19159	population | superpopulation	YRI | AFR	Nigeria
NA19160	population | superpopulation	YRI | AFR	Nigeria
NA19171	population | superpopulation	YRI | AFR	Nigeria
NA19172	population | superpopulation	YRI | AFR	Nigeria
NA19175	population | superpopulation	YRI | AFR	Nigeria
NA19184	population | superpopulation	YRI | AFR	Nigeria
NA19185	population | superpopulation	YRI | AFR	Nigeria
NA19189	population | superpopulation	YRI | AFR	Nigeria
NA19190	population | superpopulation	YRI | AFR	Nigeria
NA19197	population | superpopulation	YRI | AFR	Nigeria
NA19198	population | superpopulation	YRI | AFR	Nigeria
NA19200	population | superpopulation	YRI | AFR	Nigeria
NA19201	population | superpopulation	YRI | AFR	Nigeria
NA19204	population | superpopulation	YRI | AFR	Nigeria
NA19206	population | superpopulation	YRI | AFR	Nigeria
NA19207	population | superpopulation	YRI | AFR	Nigeria
NA19209	population | superpopulation	YRI | AFR	Nigeria
NA19210	population | superpopulation	YRI | AFR	Nigeria
NA19213	population | superpopulation	YRI | AFR	Nigeria
NA19214	population | superpopulation	YRI | AFR	Nigeria
NA19222	population | superpopulation	YRI | AFR	Nigeria
NA19223	population | superpopulation	YRI | AFR	Nigeria
NA19225	population | superpopulation	YRI | AFR	Nigeria
NA19235	population | superpopulation	YRI | AFR	Nigeria
NA19236	population | superpopulation	YRI | AFR	Nigeria
NA19238	population | superpopulation	YRI | AFR	Nigeria
NA19239	population | superpopulation	YRI | AFR	Nigeria
NA19247	population | superpopulation	YRI | AFR	Nigeria
NA19248	population | superpopulation	YRI | AFR	Nigeria
NA19256	population | superpopulation	YRI | AFR	Nigeria
NA19257	population | superpopulation	YRI | AFR	Nigeria
NA19307	population | superpopulation	LWK | AFR	Kenya
NA19308	population | superpopulation	LWK | AFR	Kenya
NA19309	population | superpopulation	LWK | AFR	Kenya
NA19310	population | superpopulation	LWK | AFR	Kenya
NA19312	population | superpopulation	LWK | AFR	Kenya
NA19314	population | superpopulation	LWK | AFR	Kenya
NA19315	population | superpopulation	LWK | AFR	Kenya
NA19316	population | superpopulation	LWK | AFR	Kenya
NA19317	population | superpopulation	LWK | AFR	Kenya
NA19318	population | superpopulation	LWK | AFR	Kenya
NA19319	population | superpopulation	LWK | AFR	Kenya
NA19320	population | superpopulation	LWK | AFR	Kenya
NA19321	population | superpopulation	LWK | AFR	Kenya
NA19323	population | superpopulation	LWK | AFR	Kenya
NA19324	population | superpopulation	LWK | AFR	Kenya
NA19327	population | superpopulation	LWK | AFR	Kenya
NA19328	population | superpopulation	LWK | AFR	Kenya
NA19331	population | superpopulation	LWK | AFR	Kenya
NA19332	population | superpopulation	LWK | AFR	Kenya
NA19334	population | superpopulation	LWK | AFR	Kenya
NA19338	population | superpopulation	LWK | AFR	Kenya
NA19346	population | superpopulation	LWK | AFR	Kenya
NA19347	population | superpopulation	LWK | AFR	Kenya
NA19350	population | superpopulation	LWK | AFR	Kenya
NA19351	population | superpopulation	LWK | AFR	Kenya
NA19355	population | superpopulation	LWK | AFR	Kenya
NA19360	population | superpopulation	LWK | AFR	Kenya
NA19372	population | superpopulation	LWK | AFR	Kenya
NA19374	population | superpopulation	LWK | AFR	Kenya
NA19375	population | superpopulation	LWK | AFR	Kenya
NA19376	population | superpopulation	LWK | AFR	Kenya
NA19377	population | superpopulation	LWK | AFR	Kenya
NA19378	population | superpopulation	LWK | AFR	Kenya
NA19379	population | superpopulation	LWK | AFR	Kenya
NA19380	population | superpopulation	LWK | AFR	Kenya
NA19383	population | superpopulation	LWK | AFR	Kenya
NA19384	population | superpopulation	LWK | AFR	Kenya
NA19385	population | superpopulation	LWK | AFR	Kenya
NA19390	population | superpopulation	LWK | AFR	Kenya
NA19391	population | superpopulation	LWK | AFR	Kenya
NA19393	population | superpopulation	LWK | AFR	Kenya
NA19394	population | superpopulation	LWK | AFR	Kenya
NA19395	population | superpopulation	LWK | AFR	Kenya
NA19397	population | superpopulation	LWK | AFR	Kenya
NA19399	population | superpopulation	LWK | AFR	Kenya
NA19401	population | superpopulation	LWK | AFR	Kenya
NA19403	population | superpopulation	LWK | AFR	Kenya
NA19404	population | superpopulation	LWK | AFR	Kenya
NA19428	population | superpopulation	LWK | AFR	Kenya
NA19429	population | superpopulation	LWK | AFR	Kenya
NA19430	population | superpopulation	LWK | AFR	Kenya
NA19431	population | superpopulation	LWK | AFR	Kenya
NA19434	population | superpopulation	LWK | AFR	Kenya
NA19435	population | superpopulation	LWK | AFR	Kenya
NA19436	population | superpopulation	LWK | AFR	Kenya
NA19437	population | superpopulation	LWK | AFR	Kenya
NA19438	population | superpopulation	LWK | AFR	Kenya
NA19439	population | superpopulation	LWK | AFR	Kenya
NA19440	population | superpopulation	LWK | AFR	Kenya
NA19443	population | superpopulation	LWK | AFR	Kenya
NA19445	population | superpopulation	LWK | AFR	Kenya
NA19446	population | superpopulation	LWK | AFR	Kenya
NA19448	population | superpopulation	LWK | AFR	Kenya
NA19449	population | superpopulation	LWK | AFR	Kenya
NA19451	population | superpopulation	LWK | AFR	Kenya
NA19452	population | superpopulation	LWK | AFR	Kenya
NA19454	population | superpopulation	LWK | AFR	Kenya
NA19455	population | superpopulation	LWK | AFR	Kenya
NA19456	population | superpopulation	LWK | AFR	Kenya
NA19457	population | superpopulation	LWK | AFR	Kenya
NA19461	population | superpopulation	LWK | AFR	Kenya
NA19462	population | superpopulation	LWK | AFR	Kenya
NA19463	population | superpopulation	LWK | AFR	Kenya
NA19466	population | superpopulation	LWK | AFR	Kenya
NA19467	population | superpopulation	LWK | AFR	Kenya
NA19468	population | superpopulation	LWK | AFR	Kenya
NA19471	population | superpopulation	LWK | AFR	Kenya
NA19472	population | superpopulation	LWK | AFR	Kenya
NA19473	population | superpopulation	LWK | AFR	Kenya
NA19474	population | superpopulation	LWK | AFR	Kenya
NA19475	population | superpopulation	LWK | AFR	Kenya
NA19625	population | superpopulation	ASW | AFR	USA
NA19648	population | superpopulation	MXL | AMR	USA
NA19649	population | superpopulation	MXL | AMR	USA
NA19651	population | superpopulation	MXL | AMR	USA
NA19652	population | superpopulation	MXL | AMR	USA
NA19654	population | superpopulation	MXL | AMR	USA
NA19655	population | superpopulation	MXL | AMR	USA
NA19657	population | superpopulation	MXL | AMR	USA
NA19658	population | superpopulation	MXL | AMR	USA
NA19661	population | superpopulation	MXL | AMR	USA
NA19663	population | superpopulation	MXL | AMR	USA
NA19664	population | superpopulation	MXL | AMR	USA
NA19669	population | superpopulation	MXL | AMR	USA
NA19670	population | superpopulation	MXL | AMR	USA
NA19676	population | superpopulation	MXL | AMR	USA
NA19678	population | superpopulation	MXL | AMR	USA
NA19679	population | superpopulation	MXL | AMR	USA
NA19681	population | superpopulation	MXL | AMR	USA
NA19682	population | superpopulation	MXL | AMR	USA
NA19684	population | superpopulation	MXL | AMR	USA
NA19700	population | superpopulation	ASW | AFR	USA
NA19701	population | superpopulation	ASW | AFR	USA
NA19703	population | superpopulation	ASW | AFR	USA
NA19704	population | superpopulation	ASW | AFR	USA
NA19707	population | superpopulation	ASW | AFR	USA
NA19711	population | superpopulation	ASW | AFR	USA
NA19712	population | superpopulation	ASW | AFR	USA
NA19713	population | superpopulation	ASW | AFR	USA
NA19716	population | superpopulation	MXL | AMR	USA
NA19717	population | superpopulation	MXL | AMR	USA
NA19719	population | superpopulation	MXL | AMR	USA
NA19720	population | superpopulation	MXL | AMR	USA
NA19722	population | superpopulation	MXL | AMR	USA
NA19723	population | superpopulation	MXL | AMR	USA
NA19725	population | superpopulation	MXL | AMR	USA
NA19726	population | superpopulation	MXL | AMR	USA
NA19728	population | superpopulation	MXL | AMR	USA
NA19729	population | superpopulation	MXL | AMR	USA
NA19731	population | superpopulation	MXL | AMR	USA
NA19732	population | superpopulation	MXL | AMR	USA
NA19734	population | superpopulation	MXL | AMR	USA
